pk,id,link,name,rent,bedrooms,bathrooms,size,description,address,img,features,walk score,transit score,bike score,dogs_allowed,cats_allowed,feature_vector,cluster
915,weessek,https://www.apartments.com/270-park-ave-manhattan-ny/weessek/,270 Park Ave Unit PH1B,"6,000",1,1,,"About 270 Park Ave Manhattan, NY 10010 Duplex penthouse with breathtaking open views of the Gramercy skyline now available. Light pours in from the floor to ceiling windows on both levels, with a roof deck off of the upper level bedroom. The kitchen features herringbone tile floors, industrial pendants, and black stone counters, as well as stainless steel appliances. Hardwood floors run throughout, as well as copious closet space. The bathroom has been renovated with modern fixtures and crisp white subway tile. The epitome of refined New York cool, nestled where Gramercy meets Flatiron, 270 Park Ave South was originally constructed in 1927, and converted to airy, luxury lofts in 2009. The soothing grey pallet of the elegant doorman-attended lobby echoes throughout the halls on the upper floors. Every apartment features oversized windows, abundant custom closets, chef's kitchens with stainless steel appliances, generous granite counters, marble bathrooms and gorgeous planked hardwood floors. There is a laundry room on every floor! With views of Gramercy Park, Fotografiska, and historic Calvary Church, multiple subway lines within 2 blocks, and close proximity to Union Square, the location cannot be beat. Please ask about our current deals with Life Time Fitness. Photos and floor plans are of a representative unit and approximate. Prices and incentives are subject to change. 270 Park Ave is an apartment located in Manhattan County, the 10010 ZIP Code, and the attendance zone.","270 Park Ave, Manhattan, NY 10010  Midtown East","[""https://images1.apartments.com/i2/Liuk8PTdfR58mm3H753wvK5iSRqkZICj_N4_AqNUzTk/111/270-park-ave-unit-ph1b-manhattan-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/MM02rIjfT-X20_rHuXHcDsMu5iBGJvKXQEEdIaUCHbI/117/270-park-ave-unit-ph1b-manhattan-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/kYNtJCaelYpDFcn2aRLWRY_DmAky2rxDUe4e9rfV05w/117/270-park-ave-unit-ph1b-manhattan-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/9J_6pwnaueiYq6ibymUZARp9aN7vqbH97d0HMjDbqeg/117/270-park-ave-unit-ph1b-manhattan-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/6EK8UC_quIgktstvjRohDe5kSFSGDZ5xq91uCEaUACc/117/270-park-ave-unit-ph1b-manhattan-ny-building-photo.jpg?p=1""]",[],97,100,87,yes,,"[0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
916,f5gc90t,https://www.apartments.com/5-tudor-city-pl-new-york-ny-unit-1604/f5gc90t/,5 Tudor City Pl Unit 1604,"4,500",2,2,,"About 5 Tudor City Pl New York, NY 10017 Corner unit renovated two-bedroom, two-bathroom available immediately with board approval (approx. 2 weeks from submission). The updated kitchen features a central island, double door stainless steel refrigerator, dishwasher, microwave oven and two-burner electric cooktop. The living room faces west, with stunning city and Chrysler building views. The bedroom off of the kitchen features a walk in closet & an ensuite bathroom. There is northern exposure in each of the bedrooms with partial East River views. The doors have been stripped down to their original steel, adding to the authentic 1920's charm. There are through the wall PTAC units in each of the rooms & the windows have been updated. Heat, water, and electricity are inclusive in the rent. Lease term minimum is one year, no pets allowed, and basic financial parameters apply. One of the most desirable towers in Midtown East's stately Tudor City complex, this 24-hour doorman building is equipped with on-site laundry and a 2,000-square-foot, newly-updated gym with river views. 5 Tudor City Pl is a condo located in Manhattan County, the 10017 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","5 Tudor City Pl, New York, NY 10017  Midtown East","[""https://images1.apartments.com/i2/Vpu4_SqHwIEeXdTsAOCvKrMjvJKKvkD3CBEa_4bHC1g/111/5-tudor-city-pl-unit-1604-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/RRWz8VTGClIsOPRYxjFHMqW4P9iWEpPSomUxOWn8ADE/117/5-tudor-city-pl-unit-1604-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/HGmy9j6dnmT12vxZiyqfWgYXaFvKeA9FQwVHJ3EdyDM/117/5-tudor-city-pl-unit-1604-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/mNfuHkQOhFOyG58OwnFyoyTqHLKnuzA29GSRQdoFoBc/117/5-tudor-city-pl-unit-1604-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/VKUf3_VReO4x4PTWjWhFzthO5CJLaS2YOhIObO9GfHA/117/5-tudor-city-pl-unit-1604-new-york-ny-building-photo.jpg?p=1""]",[],100,100,68,,,"[0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
917,2nf795b,https://www.apartments.com/5-tudor-city-pl-new-york-ny-unit-1439/2nf795b/,5 Tudor City Pl Unit 1439,"2,000",Studio,1,,"About 5 Tudor City Pl New York, NY 10017 Available immediately with board approval (approx. 2 weeks from submission). Studio with hardwood floors, and an brand new renovated kitchenette with stainless steel mini-fridge, dishwasher, microwave oven and two burner electric cooktop. Apartment faces north and features open East River views. Heat, water, and electricity are inclusive in the rent. Lease term minimum is one year, no pets, and basic financial parameters apply. One of the most desirable towers in Midtown East's stately Tudor City complex, this 24-hour doorman building is equipped with on-site laundry and a 2,000-square-foot, newly-updated gym with river views. 5 Tudor City Pl is a condo located in Manhattan County, the 10017 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","5 Tudor City Pl, New York, NY 10017  Midtown East","[""https://images1.apartments.com/i2/sCo1WkZtW8AfQjiR6DPEfww43_il_S6d3EMJPvE5ZI0/111/5-tudor-city-pl-unit-1439-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/2zOPoK1GzmEABNdDA38ONlnPRJPrjvKiWuZvW4aDZlI/117/5-tudor-city-pl-unit-1439-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/jcw7lc2MVXaV4_7H6NT6hcJSSz-TjPVVWCSJagg0nmc/117/5-tudor-city-pl-unit-1439-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/oFJlqIHEcEVhn78AKpLJpMtw-ZCCEg04xNDtQHWrnwk/117/5-tudor-city-pl-unit-1439-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/R4dhpsCr9l4VXsm6Z4JLqVaGdIDL_Kkrlsq12cCIa0U/117/5-tudor-city-pl-unit-1439-new-york-ny-building-photo.jpg?p=1""]",[],100,100,68,,,"[0.0, 0.0, 0.0, 0.0, 0.77, 0.0, 0.0, 0.07, 0.0, 0.0, 0.14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
918,5xnc5hq,https://www.apartments.com/336-e-54th-st-new-york-ny-unit-5-a/5xnc5hq/,336 E 54th St Unit 5-A,"5,000",1,1,,"About 336 E 54th St New York, NY 10022 Residence 5A is graced with beautiful sunlight and quaint Northern tree-top views through the floor-to-ceiling tilt-n-turn Kolbe windows. The open-concept living room and state of the art chefs kitchen is perfect for entertaining friends or for a quiet evening with family. The kitchen boats an eat-in peninsula, custom Opal Quartz countertops with glass tile backsplash, wood cabinets with under-cabinet lighting, soft-close cabinetry and a suite of stainless steel deluxe appliances that include a Fisher & Paykel refrigerator and GE Profile range with vented hood, dishwasher and microwave. The sprawling master bedroom features an oversized closet and the master bathroom enjoys Bianco Carrera marble, Kholer fixtures, a deep soaking tub, Toto toilet and oversized vanity. The residence features beautiful 4-inch wide white oak engineered hardwood floors, a vented GE washer/dryer, radiant heated flooring in the bathroom, LED down-lighting, and nearly 9-ft tall coffered ceilings throughout.With only two units per floor, enjoy the luxury of a boutique living with the convenience and amenities of a full-service building. The Monaco is a new, one-of-a-kind luxury condominium nestled within the heart of Midtown East developed by Michael Paul Enterprises, a veteran luxury developer on the UES and Midtown East, and the experienced eyes of C3D Architecture. The new jewel of Sutton Place, the building sparkles with its limestone facade, lobby adorned with marble flooring, Venetian plaster walls, and recessed down- lighting. Amenities will include a part-time doorman, 24-hour virtual doorman, a common roof deck, a fully-equipped gym/bike room, and dedicated storage space for each homeowner. The Monaco is surrounded by the best restaurants, schools, fitness facilities, grocery stores and transportation that Midtown East has to offer!No broker's fee or application fees!*Dogs under 20lbs only. 336 E 54th St is a condo located in Manhattan County, the 10022 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","336 E 54th St, New York, NY 10022  Midtown East","[""https://images1.apartments.com/i2/TMddbLW92P0g50ECo1LO0e8bB8DmLzjhif07GFPmTyk/111/336-e-54th-st-unit-5-a-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/yqSI5XBaiZQeUFRfnx2S_aQ4MAUxGkdF2gEc8o8E9ow/117/336-e-54th-st-unit-5-a-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/kUFhwn0tgp7SfduvsYA3tYkb3Y4kAH-V0IuWo-BQ4OA/117/336-e-54th-st-unit-5-a-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/Dr0UXDS_j-JXYq2Gsbycz2FOfke55EMrWfoYnVEs6JY/117/336-e-54th-st-unit-5-a-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/frdU45BRs0dgmoNuUOKo0nH-KmDG_IXYg5FmkYlfS2A/117/336-e-54th-st-unit-5-a-new-york-ny-building-photo.jpg?p=1""]","['Washer/Dryer - In Unit', 'Washer/Dryer Hookup']",100,100,78,yes,yes,"[0.0, 0.0, 0.0, 0.0, 0.61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36]",6
919,195g1l4,https://www.apartments.com/345-e-56th-st-new-york-ny-unit-12j/195g1l4/,345 E 56th St Unit 12J,"7,500",3,2,,"About 345 E 56th St New York, NY 10022 NO BOARD APPROVAL SUTTON AREA 3 BEDROOM RENTAL! Sun flooded oversized corner 3 bedroom with open city and Chrysler building views! ?Gracious foyer leads to the sprawling 34 ft living/dining area.Renovated windowed eat-in-kitchen is outfitted with shaker style wood cabinets, quartz counters, porcelain tile floors and top-of-the-line stainless appliances including a French door refrigerator.The primary bedroom is 19 feet and has an enormous walk-in closet, en-suite windowed bath, and can easily fit a King size bed. ?The oversized south facing second and third bedrooms both have city views!Additional niceties include: ?renovated windowed second bath, seven closets including two walk-ins; HVAC's in every room. The Sutton East is a full-service building with doorman, resident manager, landscaped rooftop deck, central laundry, and bicycle room. Located in midtown's Sutton Place on a beautiful tree-lined street. Close to mass transit, FDR drive, many of the city's best grocers, including Whole Foods and Trader Joe's, restaurants, shops and schools including P.S. 59 Beekman Hill International and the East River Promenade. Sorry no dogs permitted.PHOTOS COMING SOON 345 E 56th St is a condo located in Manhattan County, the 10022 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","345 E 56th St, New York, NY 10022  Midtown East","[""https://images1.apartments.com/m2/Ki1MnwBqmtBgLSwvygFcw8X9-UU0DaP_kqUaOGRokSI/H520W520/map.jpg?p=1"", ""https://images1.apartments.com/m2/Ki1MnwBqmtBgLSwvygFcw8X9-UU0DaP_kqUaOGRokSI/H520W520/map.jpg?p=1""]",[],100,100,81,yes,yes,"[0.0, 0.0, 0.0, 0.0, 0.92, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
920,f4nhd4s,https://www.apartments.com/150-e-56th-st-new-york-ny-unit-10f/f4nhd4s/,150 E 56th St Unit 10F,"3,500",1,1,,"About 150 E 56th St New York, NY 10022 Furnished 1 bed 150 E 56th St is a condo located in Manhattan County, the 10022 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","150 E 56th St, New York, NY 10022  Midtown Center","[""https://images1.apartments.com/i2/gWrqRQbdFN8HsTEUAiQQMonp1SkGhS_rnLOBAAS7Kn0/111/150-e-56th-st-unit-10f-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/mAYu7ePiO3YRrbgyYLIFFLnJx_uEX8GCoDynUwm8zqQ/117/150-e-56th-st-unit-10f-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/sqCznkTOagMI_n6vILRmXkM4MiS3h7U1iC2bEo_XJA4/117/150-e-56th-st-unit-10f-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/ZSLg6gRMcMtN89-OElfxc184Me6WNbl_bMUgsrO3gao/117/150-e-56th-st-unit-10f-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/UiajxmeENNY-2ZQS7n1AvNbCpARtvXV6qAYUc72Z1go/117/150-e-56th-st-unit-10f-new-york-ny-building-photo.jpg?p=1""]",[],99,100,85,yes,yes,"[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.32, 0.01, 0.01, 0.01, 0.01, 0.01, 0.55, 0.01]",2
921,y07088t,https://www.apartments.com/330-e-38th-st-new-york-ny-unit-10-h/y07088t/,330 E 38th St Unit 10-H,"2,600",Studio,1,,"About 330 E 38th St New York, NY 10016 AVAILABLE FOR NOVEMBER 1 MOVE IN. Apartment is still occupied. This sprawling studio with a sleeping alcove boasts a beautiful round set of bay windows leading to an open city view, renovated chefs kitchen, hard wood floors, a 14 7 sleeping or dining alcove along with 4 large closets through out the entire apartment. This unit gets great sunlight and is spacious throughout.Located in a 24 hr doorman building, the Corinthian offers a drive way, garage, pool and health club, laundry and maid service, party room, a breath taking roof deck and so much more! To view this unit or further inquire, please contact me today!'*Please note there is a condo board fee for this apartment. 330 E 38th St is a condo located in Manhattan County, the 10016 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","330 E 38th St, New York, NY 10016  Bryant Park","[""https://images1.apartments.com/i2/Y2ORNlMGmcFYoJ-9S7qlZNZB78Ga2J805zdRJcJ48EU/111/330-e-38th-st-unit-10-h-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/aw_7GKrMYvk1bSQqcPLtOJHJmKbobK0rjt5XBq8rkas/111/330-e-38th-st-unit-10-h-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/Y2ORNlMGmcFYoJ-9S7qlZNZB78Ga2J805zdRJcJ48EU/111/330-e-38th-st-unit-10-h-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/aw_7GKrMYvk1bSQqcPLtOJHJmKbobK0rjt5XBq8rkas/111/330-e-38th-st-unit-10-h-new-york-ny-building-photo.jpg?p=1""]",[],96,100,0,yes,yes,"[0.0, 0.0, 0.0, 0.0, 0.84, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
922,1lc5lf5,https://www.apartments.com/236-e-47th-st-new-york-ny-unit-22c/1lc5lf5/,236 E 47th St Unit 22C,"3,200",1,1,,"About 236 E 47th St New York, NY 10017 Spacious One Bedroom with Separate Windowed Renovated Kitchen. The Living Room / Dinning Area with Double Exposure of Rivier and an Breathtaking City Skyline View. Renovated Marble bathroom. Hardwood Floors Throughout. Full service Dorrman Building. Roof Deck, Glass Enclosed Lounge Area. Gym and Parking Avaible. Sorry No Pets. 236 E 47th St is a condo located in Manhattan County, the 10017 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","236 E 47th St, New York, NY 10017  Midtown East","[""https://images1.apartments.com/i2/myeS5Z8uGkG55u1F56xRbf08izBvjOBdU-Loghoxqls/111/236-e-47th-st-unit-22c-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/myeS5Z8uGkG55u1F56xRbf08izBvjOBdU-Loghoxqls/111/236-e-47th-st-unit-22c-new-york-ny-primary-photo.jpg?p=1""]",[],100,100,80,,,"[0.0, 0.0, 0.0, 0.0, 0.82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
923,kj2d9nb,https://www.apartments.com/151-e-58th-st-new-york-ny-unit-39c/kj2d9nb/,151 E 58th St Unit 39C,"9,800",2,2.5,,"About 151 E 58th St New York, NY 10022 NO BROKER FEE / BROKERS CYOF Available to move-in on November 1st, 2021. High floor two bedrooms, two bathrooms and a powder room at One Beacon Court Condominium offers approx. 1,364 sq. ft. of the gorgeous sun-flooded eastern exposure with stunning East River views through floor-to-ceiling windows. Residence 39C features 10 ft. high ceilings, hardwood floors throughout, and washer/dryer in the unit. The living room is spacious, ideal for relaxing and entertaining. A kitchen featuring beautiful lacquered cabinetry, top-of-the-line appliances, and stone counter top. A master suite features a marble bath with mosaic marble floor, white marble vanity with double sink, soaking tub, separate shower and large walk-in closet. There is a secondary bedroom with an en-suite bathroom and a large closet. One Beacon Court was designed by the renowned Architect, Cesar Pelli and is a modern classic, with an elliptical shaped courtyard, inspired by the shape of the Pantheon in Rome. A full service building with full time doorman, concierge, and security, on-site resident manager, state-of-the-art fitness room and lounge on the 29th floor. Located minutes from Central Park, Fifth Avenue and Madison Avenue fine shopping, dining and midtown business centers. Available to show Monday through Friday from 10AM to 4PM. No-showing on Saturday and Sunday. 151 E 58th St is a condo located in Manhattan County, the 10022 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","151 E 58th St, New York, NY 10022  Midtown Center","[""https://images1.apartments.com/i2/QrnpRLGeY_SbjIK2GmS3pXFzpiBi6doAo3IySF7oFEw/111/151-e-58th-st-unit-39c-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/KpNrc01vsnKNVaCa-9PZ7q_gNGM6FIpUKbsKE1nHu_w/117/151-e-58th-st-unit-39c-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/Trb7X1yFIETM7C-Zi_LOlxCxWSLYu9R61_YTkLygDUQ/117/151-e-58th-st-unit-39c-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/tXPlQYTKJIrVKpHtVGbqxdkPP7UGKX2rQOawFbXF0MM/117/151-e-58th-st-unit-39c-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/Z0GPx5OA8jJR7u-uYUr-BiWn85_pBqCNSeVU94LuuGA/117/151-e-58th-st-unit-39c-new-york-ny-building-photo.jpg?p=1""]","['Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Courtyard']",100,100,80,yes,yes,"[0.0, 0.0, 0.0, 0.0, 0.24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.43]",4
924,gbfc2kx,https://www.apartments.com/303-e-57th-st-new-york-ny-unit-16f/gbfc2kx/,303 E 57th St Unit 16F,"5,400",1,2,,"About 303 E 57th St New York, NY 10022 Enjoy dreamy sunsets from the 16th floor immaculately designed JR 4 apartment at the Excelsior!This 1100SF residence features gorgeous finishes, a modern kitchen with top of the line appliances, breakfast bar and abundance of cabinetry.Balcony, dining/home office area, numerous closets, bedroom that can easily fit king size bed with a whole suite of furniture, a spacious bath and also a powder room complete the perfect floor plan. Additionally, the apartment includes a Bosch washer dryer set. Gas and electricity is included in the rent. The Excelsior is a full service luxury building designed by Phillip Birnbaum. It is conveniently located in Sutton Place. The building is surrounded by incredible dining and shopping, and in close proximity to parking and transportation, including major subways, bus lines, Citibike stations and the Roosevelt Island air tram. The building amenities include a concierge, doormen, roof deck, 20,000SF health club with fitness spa and indoor/outdoor saltwater pool, as well as a 24-hour garage, laundry and valet. 303 E 57th St is a condo located in Manhattan County, the 10022 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","303 E 57th St, New York, NY 10022  Midtown East","[""https://images1.apartments.com/i2/Y6PP-D5PbgVZGimlZfGVr6-D2cg00CMb0C1LJJeZtPI/111/303-e-57th-st-unit-16f-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/daeoQQQmHyw-A8OvYUXA--lf67qx4tcoW47eR-0d18o/117/303-e-57th-st-unit-16f-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/u0UEP9eSFLNApULlQ691YK-5915pcxo65tsJgjMp2nA/117/303-e-57th-st-unit-16f-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/hH-Z145IBWffl37812U4YlUSJh5YH_iyRzN2J1dt9uE/117/303-e-57th-st-unit-16f-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/-bz1vuvuC_ialIcq3CmOXNPzDGA5k4zRwqx1UlR-zfo/117/303-e-57th-st-unit-16f-new-york-ny-building-photo.jpg?p=1""]",['Balcony'],100,100,79,yes,yes,"[0.0, 0.0, 0.0, 0.0, 0.67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17]",6
925,z6vjvhy,https://www.apartments.com/641-5th-ave-new-york-ny-unit-49f/z6vjvhy/,641 5th Ave Unit 49F,"7,000",1,1.5,,"About 641 5th Ave New York, NY 10022 Incredible 49th floor one bedroom, 1.5 baths apartment with spectacular southern views of the Manhattan Skyline at the world renowned Olympic Tower Condominium. Enjoy unobstructed views of the Empire State Bldg., Saint Patrick's Cathedral, Rockefeller Center, Freedom Tower and many more Iconic Manhattan Landmarks. This 1250 SF one home features 10' ceilings, oversize rooms, marble bathroom, a separate kitchen with stainless steal appliances, W/D, and a plenty of storage. Olympic Tower is a full service, white glove condominium located at 51st St and Fifth Avenue. It offers 24 hour attended lobby, bicycle storage, and fitness center. Sorry Pets are not allowed. Available upon board approval. 641 5th Ave is a condo located in Manhattan County, the 10022 ZIP Code, and the Nyc Geog District # 2 - Manhattan attendance zone.","641 5th Ave, New York, NY 10022  Midtown Center","[""https://images1.apartments.com/i2/s6i2ag21uSjNz6hlY5eKB3fmqMkkSe6gnDmaBhWo8eA/111/641-5th-ave-unit-49f-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/B73M2rYNHpteHqqDGeav2FsyCTmimoaXAbUbUfw4j7Q/111/641-5th-ave-unit-49f-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/s6i2ag21uSjNz6hlY5eKB3fmqMkkSe6gnDmaBhWo8eA/111/641-5th-ave-unit-49f-new-york-ny-primary-photo.jpg?p=1"", ""https://images1.apartments.com/i2/B73M2rYNHpteHqqDGeav2FsyCTmimoaXAbUbUfw4j7Q/111/641-5th-ave-unit-49f-new-york-ny-building-photo.jpg?p=1"", ""https://images1.apartments.com/i2/v2qEL4c1Lys7wfhX0lee6AajojX3SuA1oYJqwblUMrc/111/641-5th-ave-unit-49f-new-york-ny-building-photo.jpg?p=1""]",[],95,100,86,,,"[0.0, 0.0, 0.0, 0.0, 0.74, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6
